,Rank,Country,Name,Publisher,Category,Rating,Price,Rating_count,Date,Continent
250,1,Canada,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,4.25,34.99,252,2024-12-30,North America
251,2,Canada,SkyView®,Terminal Eleven LLC,Education,4.59,3.99,955,2024-12-30,North America
252,3,Canada,Star Walk 2: The Night Sky Map,Vito Technology Inc.,Education,4.65,3.99,5684,2024-12-30,North America
253,4,Canada,CE5 Contact,Sirius Technology Advanced Research,Education,3.67,12.99,12,2024-12-30,North America
254,5,Canada,PANTHEON - Official,D'Uva Workshop s.r.l.,Education,3.0,2.99,2,2024-12-30,North America
255,6,Canada,法语背单词 - 法语单词记忆工具,QianYan Network,Education,4.25,0.99,56,2024-12-30,North America
256,7,Canada,Learner’s Prep Kit Alberta,The Passing Zone Inc.,Education,4.33,9.99,106,2024-12-30,North America
257,8,Canada,Gus on the Go: French,toojuice,Education,3.67,4.99,9,2024-12-30,North America
258,9,Canada,Teach Your Monster to Read,Teach Your Monster,Education,4.65,11.99,2544,2024-12-30,North America
259,10,Canada,ACS MyATLS,MyATLS,Education,0.0,12.99,0,2024-12-30,North America
260,11,Canada,Dasam Granth Sahib,Arvinder Singh,Education,4.96,0.99,24,2024-12-30,North America
261,12,Canada,GridMaker,NNN Software,Education,4.0,0.99,5,2024-12-30,North America
262,13,Canada,Toca Hair Salon 2,Toca Boca AB,Education,4.18,4.99,106,2024-12-30,North America
263,14,Canada,PSTAR Prep,Paper Plane Ventures Inc.,Education,4.79,3.99,104,2024-12-30,North America
264,15,Canada,Sky Watcher’s Bundle,Terminal Eleven LLC,Education,4.5,4.99,12,2024-12-30,North America
265,16,Canada,Numberblocks: Hide and Seek,Blue-Zoo,Education,5.0,3.99,3,2024-12-30,North America
266,17,Canada,9/11 Museum Audio Guide,National September 11 Memorial & Museum,Education,5.0,12.99,4,2024-12-30,North America
267,18,Canada,Mensa Brain Test,Barnstorm Games,Education,4.05,2.99,37,2024-12-30,North America
268,19,Canada,Endless Alphabet,Originator Inc.,Education,4.37,11.99,148,2024-12-30,North America
269,20,Canada,CBAT,George Lee,Education,4.17,4.99,6,2024-12-30,North America
270,21,Canada,Canada Private Pilot Test Prep,Dauntless Software,Education,4.3,69.99,27,2024-12-30,North America
271,22,Canada,Potty Time with Elmo,Sesame Workshop (Apps),Education,1.8,3.99,5,2024-12-30,North America
272,23,Canada,Stargate ESP Trainer,Russell Targ,Education,3.5,0.99,6,2024-12-30,North America
273,24,Canada,Peekaboo Barn,"Night & Day Studios, Inc.",Education,4.0,2.99,15,2024-12-30,North America
274,25,Canada,(How to) Pronounce PRO,Dawid Pietrala,Education,4.69,2.99,162,2024-12-30,North America
275,1,Canada,SkyView®,Terminal Eleven LLC,Education,4.59,3.99,955,2024-12-31,North America
276,2,Canada,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,4.25,34.99,252,2024-12-31,North America
277,3,Canada,CE5 Contact,Sirius Technology Advanced Research,Education,3.67,12.99,12,2024-12-31,North America
278,4,Canada,Star Walk 2: The Night Sky Map,Vito Technology Inc.,Education,4.65,3.99,5684,2024-12-31,North America
279,5,Canada,PhET Simulations,University of Colorado Boulder,Education,4.6,0.99,10,2024-12-31,North America
280,6,Canada,Learner’s Prep Kit Alberta,The Passing Zone Inc.,Education,4.33,9.99,106,2024-12-31,North America
281,7,Canada,Dasam Granth Sahib,Arvinder Singh,Education,4.96,0.99,24,2024-12-31,North America
282,8,Canada,法语背单词 - 法语单词记忆工具,QianYan Network,Education,4.25,0.99,56,2024-12-31,North America
283,9,Canada,Green Screen by Do Ink,"DK Pictures, Inc.",Education,3.0,6.99,73,2024-12-31,North America
284,10,Canada,Human Japanese,"Brak Software, Inc.",Education,4.95,12.99,150,2024-12-31,North America
285,11,Canada,PANTHEON - Official,D'Uva Workshop s.r.l.,Education,3.0,2.99,2,2024-12-31,North America
286,12,Canada,Toca Dance,Toca Boca AB,Education,4.13,6.99,31,2024-12-31,North America
287,13,Canada,Prepware Aviation Maintenance,ASA,Education,4.75,12.99,4,2024-12-31,North America
288,14,Canada,Toca Hair Salon 2,Toca Boca AB,Education,4.18,4.99,106,2024-12-31,North America
289,15,Canada,Numberblocks: Hide and Seek,Blue-Zoo,Education,5.0,3.99,3,2024-12-31,North America
290,16,Canada,9/11 Museum Audio Guide,National September 11 Memorial & Museum,Education,5.0,12.99,4,2024-12-31,North America
291,17,Canada,Toca Hair Salon 3,Toca Boca AB,Education,4.15,6.99,210,2024-12-31,North America
292,18,Canada,Sesame Street Alphabet Kitchen,Sesame Workshop (Apps),Education,3.5,4.99,10,2024-12-31,North America
293,19,Canada,Master-Nav,Peterjohn Chisholm,Education,4.65,2.99,17,2024-12-31,North America
294,20,Canada,Italian Verb Conjugator Pro,Ian Tipton,Education,4.52,2.99,21,2024-12-31,North America
295,21,Canada,Elmo Calls,Sesame Workshop (Apps),Education,4.08,2.99,52,2024-12-31,North America
296,22,Canada,The Robot Factory by Tinybop,Tinybop Inc.,Education,3.79,4.99,34,2024-12-31,North America
297,23,Canada,Homeopathy at Home,Mary Greensmith,Education,4.89,3.99,18,2024-12-31,North America
298,24,Canada,GENKI Vocab for 3rd Ed.,"The Japan Times Publishing, Ltd.",Education,2.17,7.99,12,2024-12-31,North America
299,25,Canada,The Human Body by Tinybop,Tinybop Inc.,Education,4.08,4.99,66,2024-12-31,North America
300,1,China,BiuBiuBiu - 空气枪,承远 李,Entertainment,4.74,6.0,3096,2024-12-30,Asia
301,2,China,漫蛙-漫画人超爱的韩漫BL腐漫画神器,祎轩 王,Entertainment,2.75,3.0,111,2024-12-30,Asia
302,3,China,完蛋！我被美女包围了！,"GUANGZHOU XIAOYOU CONTENT INTERACTIVE ENTERTAINMENT CO., LTD.",Entertainment,2.05,1.0,378,2024-12-30,Asia
303,4,China,电子宠物机,活鹏 麦,Entertainment,4.71,15.0,4777,2024-12-30,Asia
304,5,China,手表游戏：益智合集含2048、飞机大战、模拟考试、电子宠物机,长金 胡,Entertainment,1.0,8.0,1,2024-12-30,Asia
305,6,China,合成大西瓜 : 专为手表设计的合成类休闲解压小游戏,长金 胡,Entertainment,1.7,3.0,10,2024-12-30,Asia
306,7,China,全球电视 - 国际电视直播,恒盛 程,Entertainment,4.49,1.0,268,2024-12-30,Asia
307,8,China,隐形守护者,"Tencent Technology (Chengdu) Co., Ltd.",Entertainment,4.3,18.0,8780,2024-12-30,Asia
308,9,China,五子棋 - 支持双人和单机对战的经典益智手表游戏,长金 胡,Entertainment,1.0,8.0,1,2024-12-30,Asia
309,10,China,手表浏览器 Wafari,金燕 毛,Entertainment,4.73,3.0,408,2024-12-30,Asia
310,11,China,2048 for watch,活鹏 麦,Entertainment,2.88,8.0,40,2024-12-30,Asia
311,12,China,鱼影-钓鱼模拟器,巍 陈,Entertainment,4.72,8.0,338,2024-12-30,Asia
312,13,China,合成大西瓜 for watch,活鹏 麦,Entertainment,2.67,6.0,9,2024-12-30,Asia
313,14,China,飞越13号房,ALT Lab,Entertainment,3.91,20.0,641,2024-12-30,Asia
314,15,China,zFuse - 影音播放器,"s-joys Co., Ltd.",Entertainment,4.74,6.0,8084,2024-12-30,Asia
315,16,China,播放器OPlayer,"Suzhou Totoro Network Technology Co., Ltd.",Entertainment,4.52,22.0,3779,2024-12-30,Asia
316,17,China,nPlayer,Newin Inc.,Entertainment,4.77,38.0,14349,2024-12-30,Asia
317,18,China,消除星星 - 益智的星星消消乐经典手表游戏,长金 胡,Entertainment,0.0,8.0,0,2024-12-30,Asia
318,19,China,跳一跳方块——Games for watch,活鹏 麦,Entertainment,2.18,8.0,11,2024-12-30,Asia
319,20,China,合成游戏合集：含合成大西瓜、2048和合成神龙经典游戏,长金 胡,Entertainment,2.23,8.0,13,2024-12-30,Asia
320,21,China,nPlayer Plus,Newin Inc.,Entertainment,4.76,58.0,5479,2024-12-30,Asia
321,22,China,我的大学：当大学校长,宣攀 史,Entertainment,4.77,1.0,1935,2024-12-30,Asia
322,23,China,NES 模拟器,"Jinan Matrix Information Technology Co., Ltd.",Entertainment,4.54,8.0,263,2024-12-30,Asia
323,24,China,雜誌迷Pro,栩枝 何,Entertainment,3.88,8.0,925,2024-12-30,Asia
324,25,China,数字拼图 - 专为手表设计的数字华容道watch游戏,长金 胡,Entertainment,0.0,8.0,0,2024-12-30,Asia
325,1,China,BiuBiuBiu - 空气枪,承远 李,Entertainment,4.74,6.0,3096,2024-12-31,Asia
326,2,China,漫蛙-漫画人超爱的韩漫BL腐漫画神器,祎轩 王,Entertainment,2.75,3.0,111,2024-12-31,Asia
327,3,China,完蛋！我被美女包围了！,"GUANGZHOU XIAOYOU CONTENT INTERACTIVE ENTERTAINMENT CO., LTD.",Entertainment,2.05,1.0,378,2024-12-31,Asia
328,4,China,全球电视 - 国际电视直播,恒盛 程,Entertainment,4.49,1.0,268,2024-12-31,Asia
329,5,China,电子宠物机,活鹏 麦,Entertainment,4.71,15.0,4777,2024-12-31,Asia
330,6,China,合成大西瓜 : 专为手表设计的合成类休闲解压小游戏,长金 胡,Entertainment,1.7,3.0,10,2024-12-31,Asia
331,7,China,手表游戏：益智合集含2048、飞机大战、模拟考试、电子宠物机,长金 胡,Entertainment,1.0,8.0,1,2024-12-31,Asia
332,8,China,五子棋 - 支持双人和单机对战的经典益智手表游戏,长金 胡,Entertainment,1.0,8.0,1,2024-12-31,Asia
333,9,China,鱼影-钓鱼模拟器,巍 陈,Entertainment,4.72,8.0,338,2024-12-31,Asia
334,10,China,隐形守护者,"Tencent Technology (Chengdu) Co., Ltd.",Entertainment,4.3,18.0,8780,2024-12-31,Asia
335,11,China,2048 for watch,活鹏 麦,Entertainment,2.88,8.0,40,2024-12-31,Asia
336,12,China,手表浏览器 Wafari,金燕 毛,Entertainment,4.73,3.0,408,2024-12-31,Asia
337,13,China,播放器OPlayer,"Suzhou Totoro Network Technology Co., Ltd.",Entertainment,4.52,22.0,3779,2024-12-31,Asia
338,14,China,合成大西瓜 for watch,活鹏 麦,Entertainment,2.67,6.0,9,2024-12-31,Asia
339,15,China,zFuse - 影音播放器,"s-joys Co., Ltd.",Entertainment,4.74,6.0,8084,2024-12-31,Asia
340,16,China,消除星星 - 益智的星星消消乐经典手表游戏,长金 胡,Entertainment,0.0,8.0,0,2024-12-31,Asia
341,17,China,nPlayer,Newin Inc.,Entertainment,4.77,38.0,14349,2024-12-31,Asia
342,18,China,飞越13号房,ALT Lab,Entertainment,3.91,20.0,641,2024-12-31,Asia
343,19,China,我的大学：当大学校长,宣攀 史,Entertainment,4.77,1.0,1935,2024-12-31,Asia
344,20,China,雜誌迷Pro,栩枝 何,Entertainment,3.88,8.0,925,2024-12-31,Asia
345,21,China,末日方舟(无广告版),Digipotato Game,Entertainment,4.35,30.0,411,2024-12-31,Asia
346,22,China,RenpyReader,Ludan Cui,Entertainment,4.13,28.0,8,2024-12-31,Asia
347,23,China,皮皮虾专业版,"Fujian PiPi Dance Technology Co., Ltd.",Entertainment,4.6,18.0,4551,2024-12-31,Asia
348,24,China,跳一跳方块——Games for watch,活鹏 麦,Entertainment,2.18,8.0,11,2024-12-31,Asia
349,25,China,数字拼图 - 专为手表设计的数字华容道watch游戏,长金 胡,Entertainment,0.0,8.0,0,2024-12-31,Asia
350,1,China,古诗文网,"Chongqing Dianshigu Technology Co., Ltd.",Education,4.5,1.0,8144,2024-12-30,Asia
351,2,China,炭炭背单词｜四六级考研等英语单词学习,燕萍 刘,Education,4.87,1.0,17851,2024-12-30,Asia
352,3,China,List背单词,文华 肖,Education,4.8,8.0,72405,2024-12-30,Asia
353,4,China,每日英语 听力学习版,EUSOFT,Education,4.79,1.0,3328,2024-12-30,Asia
354,5,China,新概念英语专业版 - 英语美语全四册,ByteTechVista LTD,Education,4.58,1.0,7420,2024-12-30,Asia
355,6,China,每日英语阅读,QianYan Network,Education,4.73,1.0,1315,2024-12-30,Asia
356,7,China,法语背单词 - 法语单词记忆工具,QianYan Network,Education,4.63,1.0,1110,2024-12-30,Asia
357,8,China,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,4.16,168.0,1152,2024-12-30,Asia
358,9,China,找到算你赢 - 大家找茬找不同,璐 甘,Education,2.29,1.0,34,2024-12-30,Asia
359,10,China,Watch闪卡,阳 孙,Education,1.35,8.0,17,2024-12-30,Asia
360,11,China,RakugakiAR,Whatever Co.,Education,4.46,8.0,2185,2024-12-30,Asia
361,12,China,Star Walk 2 (星空漫步2): 观星软件和星空地图,Vito Technology Inc.,Education,4.87,22.0,11926,2024-12-30,Asia
362,13,China,烧杯 - BEAKER,THIX LLC,Education,4.23,8.0,8263,2024-12-30,Asia
363,14,China,德语背单词,QianYan Network,Education,4.65,1.0,696,2024-12-30,Asia
364,15,China,西语背单词,QianYan Network,Education,4.65,1.0,468,2024-12-30,Asia
365,16,China,数学口算练习 - 小学数学口算数学游戏,森 袁,Education,4.84,1.0,1818,2024-12-30,Asia
366,17,China,蒙哥英语原版阅读器 (Meerkat Reader),建 林,Education,3.67,22.0,3282,2024-12-30,Asia
367,18,China,List生词本,文华 肖,Education,4.65,3.0,2793,2024-12-30,Asia
368,19,China,阅界-英语读书,雁文 孙,Education,4.52,12.0,143,2024-12-30,Asia
369,20,China,可视化元素周期表 - 化学元素图谱,博 彭,Education,4.97,8.0,34,2024-12-30,Asia
370,21,China,小鹿查单词 - 语音查单词，拼读查单词,家浩 汪,Education,4.25,3.0,64,2024-12-30,Asia
371,22,China,KET词汇通,"Guangzhou Keniu Information Technology Co., Ltd.",Education,2.71,6.0,7,2024-12-30,Asia
372,23,China,PhET模拟实验,University of Colorado Boulder,Education,4.39,8.0,36,2024-12-30,Asia
373,24,China,大家的日语初级-第二版,阳 付,Education,3.81,22.0,140,2024-12-30,Asia
374,25,China,化学家 - CHEMIST,THIX LLC,Education,3.96,58.0,752,2024-12-30,Asia
375,1,China,古诗文网,"Chongqing Dianshigu Technology Co., Ltd.",Education,4.5,1.0,8144,2024-12-31,Asia
376,2,China,炭炭背单词｜四六级考研等英语单词学习,燕萍 刘,Education,4.87,1.0,17851,2024-12-31,Asia
377,3,China,PhET模拟实验,University of Colorado Boulder,Education,4.39,8.0,36,2024-12-31,Asia
378,4,China,List背单词,文华 肖,Education,4.8,8.0,72405,2024-12-31,Asia
379,5,China,每日英语阅读,QianYan Network,Education,4.73,1.0,1315,2024-12-31,Asia
380,6,China,新概念英语专业版 - 英语美语全四册,ByteTechVista LTD,Education,4.58,1.0,7420,2024-12-31,Asia
381,7,China,每日英语 听力学习版,EUSOFT,Education,4.79,1.0,3328,2024-12-31,Asia
382,8,China,烧杯 - BEAKER,THIX LLC,Education,4.23,8.0,8263,2024-12-31,Asia
383,9,China,法语背单词 - 法语单词记忆工具,QianYan Network,Education,4.63,1.0,1110,2024-12-31,Asia
384,10,China,RakugakiAR,Whatever Co.,Education,4.46,8.0,2185,2024-12-31,Asia
385,11,China,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,4.16,168.0,1152,2024-12-31,Asia
386,12,China,Watch闪卡,阳 孙,Education,1.35,8.0,17,2024-12-31,Asia
387,13,China,找到算你赢 - 大家找茬找不同,璐 甘,Education,2.29,1.0,34,2024-12-31,Asia
388,14,China,德语背单词,QianYan Network,Education,4.65,1.0,696,2024-12-31,Asia
389,15,China,Star Walk 2 (星空漫步2): 观星软件和星空地图,Vito Technology Inc.,Education,4.87,22.0,11926,2024-12-31,Asia
390,16,China,西语背单词,QianYan Network,Education,4.65,1.0,468,2024-12-31,Asia
391,17,China,数学口算练习 - 小学数学口算数学游戏,森 袁,Education,4.84,1.0,1818,2024-12-31,Asia
392,18,China,蒙哥英语原版阅读器 (Meerkat Reader),建 林,Education,3.67,22.0,3282,2024-12-31,Asia
393,19,China,List生词本,文华 肖,Education,4.65,3.0,2793,2024-12-31,Asia
394,20,China,大家的日语初级-第二版,阳 付,Education,3.81,22.0,140,2024-12-31,Asia
395,21,China,新概念英语-美音版-3616词,水生 王,Education,4.75,12.0,280,2024-12-31,Asia
396,22,China,小鹿查单词 - 语音查单词，拼读查单词,家浩 汪,Education,4.25,3.0,64,2024-12-31,Asia
397,23,China,欧路背单词,EUSOFT,Education,4.33,18.0,264,2024-12-31,Asia
398,24,China,化学家 - CHEMIST,THIX LLC,Education,3.96,58.0,752,2024-12-31,Asia
399,25,China,老友记学英语-全十季英语阅读练习英语口语,振江 张,Education,4.66,12.0,2674,2024-12-31,Asia
400,1,France,Countdown App,Ryan Boyling,Entertainment,3.08,0.99,3654,2024-12-30,Europe
401,2,France,GSE SMART IPTV PRO,droidvision,Entertainment,3.56,2.99,124,2024-12-30,Europe
402,3,France,I Dig It Remastered,"InMotion Software, LLC",Entertainment,2.67,2.99,6,2024-12-30,Europe
403,4,France,iProTV pour iPtv & m3u,Malek Radhouani,Entertainment,3.86,7.99,117,2024-12-30,Europe
404,5,France,iTHUMP/Toxic+,Ian Pidgeon,Entertainment,5.0,69.99,4,2024-12-30,Europe
405,6,France,IPTV Smart Pro - TV En Direct,Mehmet Akif Saroglu,Entertainment,3.38,2.99,13,2024-12-30,Europe
406,7,France,MindDraw,Nelson Suarez Arteaga,Entertainment,5.0,79.99,1,2024-12-30,Europe
407,8,France,LSW Collector,Kevin Downard,Entertainment,3.33,5.99,6,2024-12-30,Europe
408,9,France,iSTB,Nihal Ahmed,Entertainment,4.35,17.99,99,2024-12-30,Europe
409,10,France,JRemote,JRiver,Entertainment,4.0,14.99,2,2024-12-30,Europe
410,11,France,Big Ben,Ettore Software Ltd.,Entertainment,5.0,0.99,1,2024-12-30,Europe
411,12,France,Galaxia,Ivan Cerra de Castro,Entertainment,1.71,1.99,7,2024-12-30,Europe
412,13,France,Scar Booth,Appdicted,Entertainment,4.2,1.99,5,2024-12-30,Europe
413,14,France,Ghost Finder Pro,paolo dematteis,Entertainment,0.0,14.99,0,2024-12-30,Europe
414,15,France,FyTube- YouTube sans publicité,Daniel PerlerA,Entertainment,3.81,9.99,31,2024-12-30,Europe
415,16,France,Mahjong Helper & Calculator,Michael Starling,Entertainment,3.0,0.99,2,2024-12-30,Europe
416,17,France,freeland,力 杨,Entertainment,5.0,1.99,1,2024-12-30,Europe
417,18,France,Stickers Pixar : Vice-Versa 2,Disney,Entertainment,1.0,1.99,1,2024-12-30,Europe
418,19,France,Ellipsis Visuals,Immerge Interactive LLC,Entertainment,5.0,0.99,1,2024-12-30,Europe
419,20,France,ARGun2018,"ShenZhen Lenze Technology Co,.Ltd.",Entertainment,3.64,0.99,11,2024-12-30,Europe
420,21,France,StbEmuTV (Pro),Junaid Muhammad,Entertainment,3.17,9.99,18,2024-12-30,Europe
421,22,France,Dés Pro,Lukas Lubbe,Entertainment,4.64,1.99,14,2024-12-30,Europe
422,23,France,Ghost EVP Radio - Paranormal,Exelerus,Entertainment,3.12,3.99,49,2024-12-30,Europe
423,24,France,Vidi · Media Center,Plata o Plomo AB,Entertainment,4.0,5.99,2,2024-12-30,Europe
424,25,France,Shorts Blocker for YouTube,Yevhen Tretiakov,Entertainment,3.67,0.99,6,2024-12-30,Europe
425,1,France,Hue Disco,iMakeStuff,Entertainment,4.07,5.99,14,2024-12-31,Europe
426,2,France,Countdown App,Ryan Boyling,Entertainment,3.08,0.99,3654,2024-12-31,Europe
427,3,France,GSE SMART IPTV PRO,droidvision,Entertainment,3.56,2.99,124,2024-12-31,Europe
428,4,France,KMPlayer+ Divx Codec,"PANDORATV Co.,Ltd",Entertainment,5.0,3.99,6,2024-12-31,Europe
429,5,France,IPTV Smart Pro - TV En Direct,Mehmet Akif Saroglu,Entertainment,3.38,2.99,13,2024-12-31,Europe
430,6,France,JRemote,JRiver,Entertainment,4.0,14.99,2,2024-12-31,Europe
431,7,France,Dés Pro,Lukas Lubbe,Entertainment,4.64,1.99,14,2024-12-31,Europe
432,8,France,Decide Now!,Catforce Studio,Entertainment,4.75,1.99,28,2024-12-31,Europe
